location,day,meal,zone,dish,ingredients
Segundo Dining Commons,Sunday,Breakfast,Green,Overnight Oats,"Vanilla soy milk (organic soy base [water, organic soybeans], cane sugar. contains 1% or less of carrageenan, dipotassium phosphate, expeller-pressed canola oil, natural vanilla flavor with other natural flavors, sea salt, sodium citrate), Old Fashioned Rolled Oats (whole grain oats. Per manufacturer, may contain soy and wheat/gluten), Vanilla Greek Yogurt (cultured pasteurized grade A nonfat milk, water, sugar, fructose, modified food starch, natural flavor, citric acid, vanilla extract), Canned Coconut Milk, plain steamed quinoa (Tap water, Dried Tricolor Quinoa), Vegan Fine Granulated White Sugar, Honey, Chia Seeds, Coarse Flake Kosher Salt (salt, yellow prussiate of soda), Ground Cinnamon"
Segundo Dining Commons,Sunday,Breakfast,Green,Oatmeal,"Tap water, Old Fashioned Rolled Oats (whole grain oats. Per manufacturer, may contain soy and wheat/gluten), Coarse Flake Kosher Salt (salt, yellow prussiate of soda)"
Segundo Dining Commons,Sunday,Breakfast,Green,Boiled Eggs,Whole large white eggs
Segundo Dining Commons,Sunday,Breakfast,Green,Sticky Rice,"Dried white calrose rice, Tap Water"
Segundo Dining Commons,Sunday,Breakfast,Green,Congee Rice Porridge,"Vegetable broth (Tap water, Paste Vegetable Soup Base (onions, celery, carrots, maltodextrin, sugar, autolyzed yeast extract, onion powder, salt, water, corn oil, potassium chloride, carrot powder, modified tapioca starch, carrot juice concentrate, tomato paste, garlic powder, disodium guanylate, disodium inosinate, natural flavor, potassium sorbate, citric acid, extractives of paprika)), Tap Water, Firm Tofu, Dried Broken Grain White Calrose Rice, Coarse Flake Kosher Salt (salt, yellow prussiate of soda), Sesame Oil, Ground White Pepper"
Segundo Dining Commons,Sunday,Breakfast,Green,BYO Parfait,"Fresh fruit salad (Fresh fruit salad (pineapple, grape, melon) (cantaloupe, honeydew, pineapple, grapes)), local granola (Virtue premium granola (rolled oats, sunflower seeds, coconut, organic coconut oil, organic maple syrup, cinnamon, sea salt)), granola with dried fruits (Fruit granola (whole grain oats, sugar, raisins, crisp rice [rice flour, barley malt extract, salt], canola oil, cranberries, rice flour, molasses, honey, salt, baking soda, sunflower oil, natural flavor, vitamin e [mixed tocopherols] added to preserve freshness)), plain greek nonfat yogurt (Non-fat plain greek yogurt (cultured pasteurized grade a nonfat milk)), plain greek yogurt (Plain greek yogurt (cultured pasteurized grade a nonfat milk, cream)), plain yogurt (Plain yogurt (cultured pasteurized grade a low-fat milk, modified corn starch, kosher gelatin. live and active yogurt cultures: s. thermophilus, l. acidophilus, l. bulgaricus, b. lactis)), strawberry greek nonfat yogurt (Low fat strawberry yogurt (cultured grade a low-fat milk, sugar, modified corn starch. contains 1% or less of corn starch, citric acid, vegetable juice, natural flavor, potassium sorbate added to maintain freshness, vitamin a acetate, vitamin d3)), vanilla greek yogurt (Vanilla greek yogurt (cultured pasteurized grade a nonfat milk, water, sugar, fructose, modified food starch, natural flavor, citric acid, vanilla extract)), cottage cheese (Cottage cheese (cultured pasteurized nonfat milk, pasteurized milk, pasteurized cream, sea salt, stabilizer [nonfat milk, locust bean gum, agar], vitamin a palmitate, carbon dioxide. per manufacturer, milk or milk products, egg, soy, wheat (gluten), peanuts, tree nuts present at the same site; milk or milk products, egg, soy present in other products manufactured on the same line and present on other manufacturing lines in the same plant)), blueberries (Frozen whole blueberries), strawberries (Whole strawberries), sliced pears (Canned sliced pears in juice (pears, water, pear juice concentrate)), watermelon (Fresh whole red watermelon)"
Segundo Dining Commons,Sunday,Breakfast,Pink,Banana Nut Muffin,"Small banana nut muffin (sugar, enriched wheat flour bleached [flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], modified food starch, soybean oil, dry whey, sodium aluminum phosphate, baking soda, salt, vital wheat gluten, propylene glycol mono- and diglycerides of fatty acids, mono- and diglycerides, sodium stearoyl lactylate, dextrose, corn starch, tricalcium phosphate, soya flour, dry whole eggs, natural and artificial flavor, water, ascorbic acid, alpha tocopherol, citric acid, eggs, soybean salad oil, bananas, walnuts, flavor [natural flavor, ethyl alcohol, water], potassium sorbate. per manufacturer, produced in a facility that also uses dairy, eggs, fish, tree nuts, peanuts, wheat/gluten, soy, coconut, and sesame)"
Segundo Dining Commons,Sunday,Breakfast,Pink,Blueberry Muffin,"Small blueberry muffin (sugar, enriched wheat flour bleached [flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], modified food starch, soybean oil, dry whey, sodium aluminum phosphate, baking soda, salt, vital wheat gluten, propylene glycol mono- and diglycerides of fatty acids, mono- and diglycerides, sodium stearoyl lactylate, dextrose, corn starch, tricalcium phosphate, soya flour, dry whole eggs, natural and artificial flavor, water, ascorbic acid, alpha tocopherol, citric acid, blueberries, eggs, soybean salad oil, water, potassium sorbate. per manufacturer, produced in a facility that also uses dairy, eggs, fish, tree nuts, peanuts, wheat/gluten, soy, coconut, and sesame)"
Segundo Dining Commons,Sunday,Breakfast,Pink,Sesame Bagel,"Mini sesame seed bagel (enriched unbleached flour [wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], water, brown sugar, malt [corn syrup, malt syrup], salt, enzyme [wheat flour, enzymes, ascorbic acid], yeast [yeast, sorbitan monostearate, ascorbic acid], dough improver [wheat flour, monoglycerides, ascorbic acid. contains 2% or less of enzymes, soybean oil], vinegar, sesame seeds. per manufacturer, produced in a facility that also uses dairy, eggs, fish, tree nuts, peanuts, wheat/gluten, soy, coconut, and sesame)"
Segundo Dining Commons,Sunday,Breakfast,Pink,Plain Bagel,"Mini plain bagel (enriched unbleached flour [wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], water, brown sugar, malt [corn syrup, malt syrup], salt, enzyme [wheat flour, enzymes, ascorbic acid], yeast [yeast, sorbitan monostearate, ascorbic acid], dough improver [wheat flour, monoglycerdides, ascorbic acid. contains 2% or less of enzymes, soybean oil], vinegar. per manufacturer, produced in a facility that also uses dairy, eggs, fish, tree nuts, peanuts, wheat/gluten, soy, coconut, and sesame)"
Segundo Dining Commons,Sunday,Lunch,Red,Italian Grilled Chicken Sandwich,"Italian chicken breast (Fresh raw b/s cvp chicken breast halal 5oz, Fat Free Italian Dressing (water, distilled vinegar, sugar, salt. Contains less than 2% of modified food starch, garlic juice, dried garlic, dried onion, xanthan gum, sodium benzoate, potassium sorbate, dried red bell pepper, spices, phosphoric acid, soybean oil, extractive of carrot)), 4.5inx4.5in Sliced Ciabatta Rolls (unbleached enriched flour [wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], water, yeast, wheat gluten, fully refined soybean oil, granulated sugar, salt, calcium propionate, malted wheat flour, enzymes, ascorbic acid, enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid]. Contains less than 2% of enzymes), plant forward arugula phesto aioli (Vegan mayonnaise (soybean oil, water, organic distilled vinegar, contains less than 2% of salt, modified food starch, cane sugar, spice, natural flavor, lemon juice concentrate, calcium disodium edta, oleoresin paprika), arugula phesto spread (Canola and olive oil blend 90/10 (canola oil, extra virgin olive oil), Wild Arugula Leaves, Fresh Basil Leaves, Whole Peeled Garlic Cloves, Roasted Sunflower Seeds (sunflower kernels, sunflower oil and/or cottonseed oil), Bottled Lemon Juice, Iodized Granulated Salt (salt, sodium silicoaluminate, dextrose, potassium iodine, sodium bicarbonate), Shaker Ground Black Pepper)), pickled carrot (Tap water, White Wine Vinegar (white wine vinegar, potassium metabisulfite, water), Shredded Rainbow Carrots, Vegan Fine Granulated White Sugar, Coarse Flake Kosher Salt (salt, yellow prussiate of soda)), Canned Roasted Whole Red Peppers (roasted peppers, water, sea salt, citric acid), Wild Arugula Leaves"
Segundo Dining Commons,Sunday,Lunch,Red,Falafel Sub,"Falafel balls (Canned garbanzo beans (prepared chickpeas, water, salt, calcium chloride, disodium edta), Panko Breadcrumbs (bleached wheat flour, shortening [palm oil], sugar, yeast, salt), Dried Bulgar Wheat, Fresh Cilantro Sprigs, Tap Water, Bottled Lemon Juice, Iodized Granulated Salt (salt, sodium silicoaluminate, dextrose, potassium iodine, sodium bicarbonate), Whole Peeled Garlic Cloves, Ground Cumin, Dried Crushed Red Pepper Flakes, Shaker Ground Black Pepper), roasted aggie-grown tomato sauce (Whole roma tomatoes, Pouched Ground Tomato Puree (tomatoes, naturally derived citric acid), Canned Coarse Ground Peeled Pear Tomatoes (tomatoes, tomato puree, salt, citric acid), Extra Virgin Olive Oil, Canola and Olive Oil Blend 90/10 (canola oil, extra virgin olive oil), Whole Peeled Garlic Cloves, Iodized Granulated Salt (salt, sodium silicoaluminate, dextrose, potassium iodine, sodium bicarbonate), Fresh Basil Leaves, Vegan Fine Granulated White Sugar), 7in Hinged Hoagie Rolls (enriched unbleached wheat flour [wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin and folic acid], water, sugar, yeast. Contains 2% or less of salt, vital wheat gluten, cornmeal, soybean oil, yeast nutrient [ammonium sulfate], dough conditioners [ascorbic acid, sodium stearoyl lactylate], cultured wheat flour, calcium sulfate, enzymes, calcium propionate, sesame flour), Vegan Mayonnaise (soybean oil, water, organic distilled vinegar, contains less than 2% of salt, modified food starch, cane sugar, spice, natural flavor, lemon juice concentrate, calcium disodium EDTA, oleoresin paprika), Vegan Shredded Mozzarella Cheese (filtered water, coconut oil, modified food starch [potato and corn], corn starch, salt [sea salt], Mozzarella flavor [vegan sources], olive extract, beta carotene [color], vitamin B12), Fresh Italian Parsley Sprigs, Rice Bran Fryer Oil (NGMO rice bran oil, RDW)"
Segundo Dining Commons,Sunday,Lunch,Red,Shoestring Potatoes,"1/4in frozen (shoestring) potatoes (potatoes, vegetable oil [soybean, canola, cottonseed, and/or sunflower], modified food starch. contains less than 2% of dextrose, sodium acid pyrophosphate, sodium bicarbonate, rice flour, salt, xanthan gum, disodium dihydrogen pyrophosphate), Rice Bran Fryer Oil (NGMO rice bran oil, RDW), seasoned salt (Iodized granulated salt (salt, sodium silicoaluminate, dextrose, potassium iodine, sodium bicarbonate), Onion Powder (onion powder), Granulated Garlic, Domestic Paprika (paprika, silicon dioxide), Vegan Fine Granulated White Sugar, Ground White Pepper)"
Segundo Dining Commons,Sunday,Lunch,Yellow,Pepperoni Pizza,"Raw ready stretch pizza dough (enriched unbleached wheat flour [wheat flour, niacin, ferrous sulfate, thiamin mononitrate, enzyme, riboflavin, folic acid], water, yeast. contains less than 2% of palm oil, buttermilk, salt, sugar, soybean oil, baking soda, sodium aluminum phosphate, cheddar cheese [milk, cheese cultures, salt, enzymes], low moisture part skim mozzarella cheese [pasteurized part skim milk, cheese culture, salt, enzyme], whey powder, garlic powder, guar gum, malted barley flour, dextrose, xanthan gum, datem, sodium phosphate, lactic acid, enzyme, ascorbic acid. per manufacturer, may contain egg), pizza sauce (Canned coarse ground peeled pear tomatoes (tomatoes, tomato puree, salt, citric acid), Whole Peeled Garlic Cloves, Iodized Granulated Salt (salt, sodium silicoaluminate, dextrose, potassium iodine, sodium bicarbonate), Ground Cayenne Pepper, Italian Seasoning (marjoram, thyme, rosemary, savory, sage, oregano, basil), Coarse Ground Black Pepper, Dried Whole Thyme Leaves, Dried Whole Marjoram Leaves, Dried Mediterranean Oregano Leaves, Dried Basil Leaves (dried basil)), Shredded Whole Milk Mozzarella Cheese (pasteurized milk, cheese cultures, salt, enzymes), Pepperoni Halal Sliced (chicken, beef, turkey, salt. Contains 2% or less of water, dextrose, spices, smoke flavoring, flavoring, garlic powder, oleoresin of paprika, rosemary extract, sodium ascorbate, spice extractive, citric acid, lactic acid starter culture, BHA, BHT, sodium nitrite), Shredded Parmesan Cheese (pasteurized part skim cow's milk, cheese cultures, salt, enzymes, potato starch, powdered cellulose, natamycin), garlic infused oil (Canola salad oil, Granulated Garlic, Italian Seasoning (marjoram, thyme, rosemary, savory, sage, oregano, basil))"
Segundo Dining Commons,Sunday,Lunch,Yellow,Cheese Pizza,"Raw ready stretch pizza dough (enriched unbleached wheat flour [wheat flour, niacin, ferrous sulfate, thiamin mononitrate, enzyme, riboflavin, folic acid], water, yeast. contains less than 2% of palm oil, buttermilk, salt, sugar, soybean oil, baking soda, sodium aluminum phosphate, cheddar cheese [milk, cheese cultures, salt, enzymes], low moisture part skim mozzarella cheese [pasteurized part skim milk, cheese culture, salt, enzyme], whey powder, garlic powder, guar gum, malted barley flour, dextrose, xanthan gum, datem, sodium phosphate, lactic acid, enzyme, ascorbic acid. per manufacturer, may contain egg), pizza sauce (Canned coarse ground peeled pear tomatoes (tomatoes, tomato puree, salt, citric acid), Whole Peeled Garlic Cloves, Iodized Granulated Salt (salt, sodium silicoaluminate, dextrose, potassium iodine, sodium bicarbonate), Ground Cayenne Pepper, Italian Seasoning (marjoram, thyme, rosemary, savory, sage, oregano, basil), Coarse Ground Black Pepper, Dried Whole Thyme Leaves, Dried Whole Marjoram Leaves, Dried Mediterranean Oregano Leaves, Dried Basil Leaves (dried basil)), Shredded Whole Milk Mozzarella Cheese (pasteurized milk, cheese cultures, salt, enzymes), Shredded Parmesan Cheese (pasteurized part skim cow's milk, cheese cultures, salt, enzymes, potato starch, powdered cellulose, natamycin), garlic infused oil (Canola salad oil, Granulated Garlic, Italian Seasoning (marjoram, thyme, rosemary, savory, sage, oregano, basil))"
Segundo Dining Commons,Sunday,Lunch,Green,Salad Bar,"Sesame dressing (Toasted sesame dressing (water, inverted sugar, soybean oil and/or canola oil, rice vinegar, sesame oil, ginger, salt, contains less than 2% of citric acid, dehydrated lemon peel, dehydrated orange peel, hydrolyzed corn protein, lemon juice concentrate, modified corn starch, natural flavors, phosphoric acid, sesame seeds, soy sauce [water, wheat, soybeans, salt, alcohol], spices [contains mustard], xanthan gum)), ranch dressing (Ranch dressing (soybean oil, water, cultured low fat buttermilk, ranch seasoning and spices [salt, modified food starch, monosodium glutamate, sugar, dried garlic, dried onion, natural and artificial flavor {includes milk, soybean}, whey protein concentrate, corn syrup, spices, xanthan gum, sorbic acid and calcium disodium edta as preservatives, citric acid, calcium stearate], egg yolks, contains less than 2% of distilled vinegar, salt, xanthan gum, phosphoric acid, natural flavor [includes milk])), italian dressing (Fat free italian dressing (water, distilled vinegar, sugar, salt. contains less than 2% of modified food starch, garlic juice, dried garlic, dried onion, xanthan gum, sodium benzoate, potassium sorbate, dried red bell pepper, spices, phosphoric acid, soybean oil, extractive of carrot)), balsamic vinaigrette dressing (Balsamic vinaigrette dressing (water, high fructose corn syrup, balsamic vinegar, red wine vinegar, vegetable oil [soybean and canola], olive oil. contains less than 2% of salt, dried garlic, xanthan gum, spice, sodium alginate, propylene glycol alginate, calcium disodium edta)), caesar tuscan dressing (Caesar dressing (water, vegetable oil [soybean and/or canola oil], whole egg, parmesan cheese [pasteurized part skim milk, cheese culture, salt, enzymes], corn vinegar, salt, sugar, spices [mustard], anchovy paste [anchovies in salt, olive oil, acetic acid], egg yolks, distilled vinegar, dehydrated garlic, citric acid, natural flavors [from soy], lemon juice concentrate, extractive of rice, xanthan gum, dehydrated onion, sodium benzoate, sodium citrate, calcium disodium edta)), garbanzo beans (Canned garbanzo beans (prepared chickpeas, water, salt, calcium chloride, disodium edta)), kidney beans (Canned red kidney beans (dark red kidney beans, water, sugar, salt, calcium chloride, disodium edta)), tofu (Firm tofu), croutons (Seasoned homestyle crouton (enriched flour [wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], canola and/or sunflower oil [with rosemary extract and ascorbic acid {to preserve freshness}], whey, salt, sugar, yeast, 2% or less of spices, dehydrated parsley, onion powder, paprika [color], turmeric [color], extractive of paprika [color], spice extractive, enzymes)), sliced cucumbers (1/4in sliced cucumbers), spring mix (Spring mix), baby spinach (Baby spinach leaves), julienned red onions (Julienned red onions), sliced cremini mushrooms (Sliced cremini mushrooms), corn kernels (Frozen corn kernels (sweet white corn)), julienned tri-colored peppers (Julienned tri-color bell peppers), shredded orange carrots (Shredded orange carrots), shredded cheddar cheese (Shredded feather yellow mild cheddar cheese (cultured milk, salt, enzymes, annatto, potato starch, natamycin)), diagonal cut celery (Diagonal cut celery), caesar salad (Creamy caesar dressing (water, vegetable oil [soybean and/or canola oil], whole egg, parmesan cheese [pasteurized part skim milk, cheese culture, salt, enzymes], corn vinegar, salt, sugar, spices [mustard], anchovy paste [anchovies in salt, olive oil, acetic acid], egg yolks, distilled vinegar, dehydrated garlic, citric acid, natural flavors [from soy], lemon juice concentrate, extractive of rice, xanthan gum, dehydrated onion, sodium benzoate, sodium citrate, calcium disodium edta), Chopped Romaine Lettuce, Shredded Parmesan Cheese (pasteurized part skim cow's milk, cheese cultures, salt, enzymes, potato starch, powdered cellulose, natamycin), Seasoned Homestyle Crouton (enriched flour [wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], canola and/or sunflower oil [with rosemary extract and ascorbic acid {to preserve freshness}], whey, salt, sugar, yeast, 2% or less of spices, dehydrated parsley, onion powder, paprika [color], turmeric [color], extractive of paprika [color], spice extractive, enzymes)), roasted broccoli (Fresh broccoli florets, Canola and Olive Oil Blend 90/10 (canola oil, extra virgin olive oil), Coarse Flake Kosher Salt (salt, yellow prussiate of soda), Coarse Ground Black Pepper), boiled eggs (Whole large white eggs), diced tomatoes (3/8in diced tomatoes), sliced black olives (Canned sliced black olives (ripe olives, water, salt, ferrous gluconate))"
